               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 171,            0.038454,            0.023978,                   0,              0.7999,                 0.8,             0.76216,             0.36206,            0.043443,            0.016033,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.038781,            0.022679,                   0,              0.7999,                 0.8,             0.76216,             0.36206,            0.043443,            0.016033,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.035605,            0.019215,                   0,             0.77467,                 0.7,               0.747,             0.25426,            0.045164,            0.015587,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.046869,            0.022771,                   0,             0.77467,                 0.7,               0.747,             0.25426,            0.045164,            0.015587,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.041873,             0.02301,                   0,             0.77467,                 0.7,               0.747,             0.25426,            0.045164,            0.015587,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.042427,            0.020152,                   0,             0.77467,                 0.7,               0.747,             0.25426,            0.045164,            0.015587,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.046191,            0.020192,                   0,             0.66626,                 0.8,             0.73901,             0.25482,            0.048102,            0.015493,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.043296,            0.019928,                   0,             0.66626,                 0.8,             0.73901,             0.25482,            0.048102,            0.015493,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.044817,            0.021456,                   0,             0.66626,                 0.8,             0.73901,             0.25482,            0.048102,            0.015493,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.039723,            0.020293,                   0,             0.88877,                 0.8,             0.80397,             0.36993,            0.044257,            0.015408,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.038072,            0.017602,                   0,             0.88877,                 0.8,             0.80397,             0.36993,            0.044257,            0.015408,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.036244,            0.017776,                   0,             0.88877,                 0.8,             0.80397,             0.36993,            0.044257,            0.015408,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.035812,            0.019647,                   0,             0.88866,                 0.8,             0.79282,             0.34271,            0.046781,             0.01547,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.036889,            0.020875,                   0,             0.88866,                 0.8,             0.79282,             0.34271,            0.046781,             0.01547,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.040905,            0.017065,                   0,             0.88866,                 0.8,             0.79282,             0.34271,            0.046781,             0.01547,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.037382,            0.025206,                   0,             0.99814,                 0.8,             0.85163,             0.35072,            0.042672,            0.015397,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.040933,            0.023237,                   0,             0.99814,                 0.8,             0.85163,             0.35072,            0.042672,            0.015397,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.042352,            0.016497,                   0,             0.99814,                 0.8,             0.85163,             0.35072,            0.042672,            0.015397,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.039458,            0.020119,                   0,             0.69994,                 0.7,              0.6237,             0.10516,            0.060527,            0.015169,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.046413,            0.016625,                   0,             0.69994,                 0.7,              0.6237,             0.10516,            0.060527,            0.015169,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.050625,            0.021795,                   0,             0.69994,                 0.7,              0.6237,             0.10516,            0.060527,            0.015169,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.049853,            0.024467,                   0,             0.69994,                 0.7,              0.6237,             0.10516,            0.060527,            0.015169,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.051643,            0.022681,                   0,             0.38076,             0.79937,             0.41846,            0.083586,            0.063716,            0.014956,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.053854,            0.019049,                   0,             0.38076,             0.79937,             0.41846,            0.083586,            0.063716,            0.014956,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.051881,            0.024333,                   0,             0.38076,             0.79937,             0.41846,            0.083586,            0.063716,            0.014956,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.048807,            0.022099,                   0,             0.63212,                 0.7,               0.569,             0.11484,             0.05757,             0.01492,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.045038,             0.02166,                   0,             0.63212,                 0.7,               0.569,             0.11484,             0.05757,             0.01492,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.045711,             0.01908,                   0,             0.63212,                 0.7,               0.569,             0.11484,             0.05757,             0.01492,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.045073,            0.018273,                   0,              0.8888,                 0.8,             0.79202,             0.26476,            0.048632,            0.015213,                   0,            0.003466,            0.003466,            0.003466
                 200,             0.03667,             0.02431,                   0,              0.8888,                 0.8,             0.79202,             0.26476,            0.048632,            0.015213,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.036337,            0.019172,                   0,              0.8888,                 0.8,             0.79202,             0.26476,            0.048632,            0.015213,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.038737,            0.022378,                   0,             0.99941,                 0.8,             0.83362,             0.40659,            0.044563,            0.015532,                   0,            0.003367,            0.003367,            0.003367
                 203,             0.04082,            0.020176,                   0,             0.99941,                 0.8,             0.83362,             0.40659,            0.044563,            0.015532,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.041678,            0.019728,                   0,             0.99941,                 0.8,             0.83362,             0.40659,            0.044563,            0.015532,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.042987,            0.020616,                   0,             0.99961,                 0.8,             0.84307,              0.3343,             0.04795,            0.015322,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.039575,            0.016773,                   0,             0.99961,                 0.8,             0.84307,              0.3343,             0.04795,            0.015322,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.036008,            0.023638,                   0,             0.99961,                 0.8,             0.84307,              0.3343,             0.04795,            0.015322,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.037112,             0.02373,                   0,             0.99961,                 0.8,             0.84307,              0.3343,             0.04795,            0.015322,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.037843,            0.024626,                   0,                   1,              0.7999,             0.81997,             0.35996,            0.048201,            0.015272,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.038245,            0.019184,                   0,                   1,              0.7999,             0.81997,             0.35996,            0.048201,            0.015272,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.035339,            0.020343,                   0,                   1,              0.7999,             0.81997,             0.35996,            0.048201,            0.015272,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.037338,            0.021093,                   0,             0.99961,                 0.8,             0.82162,             0.38605,            0.046937,            0.015218,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.036229,            0.018959,                   0,             0.99961,                 0.8,             0.82162,             0.38605,            0.046937,            0.015218,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.033074,            0.019502,                   0,             0.99961,                 0.8,             0.82162,             0.38605,            0.046937,            0.015218,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.036937,            0.016694,                   0,                   1,              0.7997,             0.82113,             0.43097,            0.043134,            0.015546,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.033047,            0.020622,                   0,                   1,              0.7997,             0.82113,             0.43097,            0.043134,            0.015546,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.034581,            0.021689,                   0,                   1,              0.7997,             0.82113,             0.43097,            0.043134,            0.015546,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.034514,            0.019452,                   0,             0.99962,                 0.8,             0.82063,              0.3957,            0.047967,            0.015316,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.036021,            0.020951,                   0,             0.99962,                 0.8,             0.82063,              0.3957,            0.047967,            0.015316,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.035144,            0.022468,                   0,             0.99962,                 0.8,             0.82063,              0.3957,            0.047967,            0.015316,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.036574,            0.018787,                   0,             0.99973,                 0.8,             0.84543,              0.4083,            0.044691,            0.015428,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.035365,            0.020713,                   0,             0.99973,                 0.8,             0.84543,              0.4083,            0.044691,            0.015428,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.033886,            0.020566,                   0,             0.99973,                 0.8,             0.84543,              0.4083,            0.044691,            0.015428,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.034832,            0.025037,                   0,             0.99973,                 0.8,             0.84543,              0.4083,            0.044691,            0.015428,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.035598,            0.018594,                   0,             0.99987,                 0.8,             0.84397,             0.39734,            0.044069,            0.015289,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.037333,            0.021986,                   0,             0.99987,                 0.8,             0.84397,             0.39734,            0.044069,            0.015289,                   0,            0.002575,            0.002575,            0.002575
                 227,             0.03715,             0.02215,                   0,             0.99987,                 0.8,             0.84397,             0.39734,            0.044069,            0.015289,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.036881,            0.016006,                   0,             0.99974,                 0.8,              0.8408,             0.40368,            0.044724,            0.015168,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.035538,            0.022265,                   0,             0.99974,                 0.8,              0.8408,             0.40368,            0.044724,            0.015168,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.032722,            0.023251,                   0,             0.99974,                 0.8,              0.8408,             0.40368,            0.044724,            0.015168,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.032567,            0.023235,                   0,             0.99987,                 0.8,             0.84196,             0.41695,             0.04695,            0.015284,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.037765,            0.020122,                   0,             0.99987,                 0.8,             0.84196,             0.41695,             0.04695,            0.015284,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.032047,            0.017759,                   0,             0.99987,                 0.8,             0.84196,             0.41695,             0.04695,            0.015284,                   0,            0.002344,            0.002344,            0.002344
                 234,             0.03344,            0.017268,                   0,             0.99976,                 0.8,             0.84281,             0.37429,            0.049481,            0.015742,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.032402,            0.018751,                   0,             0.99976,                 0.8,             0.84281,             0.37429,            0.049481,            0.015742,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.030011,            0.016298,                   0,             0.99976,                 0.8,             0.84281,             0.37429,            0.049481,            0.015742,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.035685,             0.01771,                   0,             0.99937,                 0.8,             0.84235,             0.41958,            0.043491,            0.015967,                   0,            0.002212,            0.002212,            0.002212
                 238,             0.03098,            0.017962,                   0,             0.99937,                 0.8,             0.84235,             0.41958,            0.043491,            0.015967,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.031622,            0.016637,                   0,             0.99937,                 0.8,             0.84235,             0.41958,            0.043491,            0.015967,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.034522,            0.016925,                   0,             0.99937,                 0.8,             0.84235,             0.41958,            0.043491,            0.015967,                   0,            0.002113,            0.002113,            0.002113
                 241,              0.0333,            0.016392,                   0,             0.88886,                 0.8,             0.81619,             0.41278,            0.043572,            0.016251,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.034433,            0.019241,                   0,             0.88886,                 0.8,             0.81619,             0.41278,            0.043572,            0.016251,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.037948,              0.0161,                   0,             0.88886,                 0.8,             0.81619,             0.41278,            0.043572,            0.016251,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.036009,            0.016853,                   0,             0.99922,                 0.8,             0.83987,             0.43396,            0.042537,            0.016253,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.035764,            0.021382,                   0,             0.99922,                 0.8,             0.83987,             0.43396,            0.042537,            0.016253,                   0,            0.001948,            0.001948,            0.001948
                 246,             0.03391,            0.018098,                   0,             0.99922,                 0.8,             0.83987,             0.43396,            0.042537,            0.016253,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.031937,            0.017503,                   0,             0.99971,                 0.8,             0.85043,             0.44948,            0.042724,            0.016252,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.030627,             0.01671,                   0,             0.99971,                 0.8,             0.85043,             0.44948,            0.042724,            0.016252,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.031051,             0.01763,                   0,             0.99971,                 0.8,             0.85043,             0.44948,            0.042724,            0.016252,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.029999,            0.015588,                   0,                   1,             0.79976,             0.85092,             0.45255,            0.043275,             0.01597,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.030174,            0.016735,                   0,                   1,             0.79976,             0.85092,             0.45255,            0.043275,             0.01597,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.032129,            0.020023,                   0,                   1,             0.79976,             0.85092,             0.45255,            0.043275,             0.01597,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.030844,            0.015636,                   0,                   1,             0.79957,             0.85486,             0.40749,            0.045879,             0.01577,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.031341,            0.020428,                   0,                   1,             0.79957,             0.85486,             0.40749,            0.045879,             0.01577,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.028954,            0.018368,                   0,                   1,             0.79957,             0.85486,             0.40749,            0.045879,             0.01577,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.031276,            0.020351,                   0,                   1,             0.79957,             0.85486,             0.40749,            0.045879,             0.01577,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.031305,            0.021034,                   0,             0.99952,                 0.8,              0.8484,             0.39658,            0.046461,            0.015475,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.031552,            0.017029,                   0,             0.99952,                 0.8,              0.8484,             0.39658,            0.046461,            0.015475,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.033328,             0.01641,                   0,             0.99952,                 0.8,              0.8484,             0.39658,            0.046461,            0.015475,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.034009,            0.016664,                   0,             0.99936,                 0.8,             0.84839,             0.42209,            0.044953,            0.015359,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.030461,             0.02342,                   0,             0.99936,                 0.8,             0.84839,             0.42209,            0.044953,            0.015359,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.029635,            0.017457,                   0,             0.99936,                 0.8,             0.84839,             0.42209,            0.044953,            0.015359,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.029577,            0.022908,                   0,             0.99894,                 0.8,             0.84662,             0.46975,            0.042623,            0.015074,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.030966,            0.017296,                   0,             0.99894,                 0.8,             0.84662,             0.46975,            0.042623,            0.015074,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.031942,            0.019587,                   0,             0.99894,                 0.8,             0.84662,             0.46975,            0.042623,            0.015074,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.030204,            0.021719,                   0,             0.99984,                 0.8,             0.84381,             0.48031,            0.041835,            0.015035,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.028302,            0.017761,                   0,             0.99984,                 0.8,             0.84381,             0.48031,            0.041835,            0.015035,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.028932,             0.01537,                   0,             0.99984,                 0.8,             0.84381,             0.48031,            0.041835,            0.015035,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.028415,            0.020507,                   0,             0.99939,                 0.8,             0.84135,             0.43091,            0.043101,            0.015139,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.033004,            0.020828,                   0,             0.99939,                 0.8,             0.84135,             0.43091,            0.043101,            0.015139,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.030278,             0.02514,                   0,             0.99939,                 0.8,             0.84135,             0.43091,            0.043101,            0.015139,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.029899,            0.020422,                   0,             0.99939,                 0.8,             0.84135,             0.43091,            0.043101,            0.015139,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.028689,             0.01997,                   0,             0.99915,                 0.8,             0.85073,             0.42939,            0.044352,            0.015095,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.030842,             0.01736,                   0,             0.99915,                 0.8,             0.85073,             0.42939,            0.044352,            0.015095,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.035927,            0.017087,                   0,             0.99915,                 0.8,             0.85073,             0.42939,            0.044352,            0.015095,                   0,            0.000958,            0.000958,            0.000958
                 276,             0.03003,            0.016148,                   0,             0.99959,                 0.8,             0.83899,             0.41973,            0.044575,            0.015338,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.030153,            0.014312,                   0,             0.99959,                 0.8,             0.83899,             0.41973,            0.044575,            0.015338,                   0,            0.000892,            0.000892,            0.000892
                 278,              0.0299,            0.017756,                   0,             0.99959,                 0.8,             0.83899,             0.41973,            0.044575,            0.015338,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.029818,            0.016082,                   0,             0.99983,                 0.8,             0.83688,             0.44945,            0.044019,            0.015352,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.028586,            0.017601,                   0,             0.99983,                 0.8,             0.83688,             0.44945,            0.044019,            0.015352,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.031621,             0.01749,                   0,             0.99983,                 0.8,             0.83688,             0.44945,            0.044019,            0.015352,                   0,             0.00076,             0.00076,             0.00076
                 282,              0.0305,            0.016617,                   0,             0.99947,                 0.8,              0.8356,             0.45868,            0.043911,            0.015418,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.030552,            0.015956,                   0,             0.99947,                 0.8,              0.8356,             0.45868,            0.043911,            0.015418,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.029236,            0.018543,                   0,             0.99947,                 0.8,              0.8356,             0.45868,            0.043911,            0.015418,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.030597,            0.019972,                   0,              0.9998,                 0.8,             0.84606,             0.47956,            0.043218,            0.015373,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.031507,            0.019327,                   0,              0.9998,                 0.8,             0.84606,             0.47956,            0.043218,            0.015373,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.029426,            0.018163,                   0,              0.9998,                 0.8,             0.84606,             0.47956,            0.043218,            0.015373,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.032111,            0.016705,                   0,              0.9998,                 0.8,             0.84606,             0.47956,            0.043218,            0.015373,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.026396,            0.016857,                   0,             0.99985,                 0.9,             0.94262,             0.47696,            0.042982,            0.015376,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.029347,            0.022037,                   0,             0.99985,                 0.9,             0.94262,             0.47696,            0.042982,            0.015376,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.030502,            0.019598,                   0,             0.99985,                 0.9,             0.94262,             0.47696,            0.042982,            0.015376,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.028208,            0.016533,                   0,             0.99976,                 0.8,             0.83752,             0.46586,            0.043888,            0.015309,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.028149,            0.017677,                   0,             0.99976,                 0.8,             0.83752,             0.46586,            0.043888,            0.015309,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.028318,            0.017076,                   0,             0.99976,                 0.8,             0.83752,             0.46586,            0.043888,            0.015309,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.028476,            0.019703,                   0,              0.9998,                 0.8,             0.84178,             0.46554,            0.044022,            0.015263,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.029483,             0.02217,                   0,              0.9998,                 0.8,             0.84178,             0.46554,            0.044022,            0.015263,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.029826,            0.021365,                   0,              0.9998,                 0.8,             0.84178,             0.46554,            0.044022,            0.015263,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.029859,            0.020613,                   0,              0.9991,                 0.8,              0.8397,             0.47022,            0.044403,             0.01521,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.030929,            0.017979,                   0,              0.9991,                 0.8,              0.8397,             0.47022,            0.044403,             0.01521,                   0,            0.000166,            0.000166,            0.000166
